City,Population
Arnavik,
Tjerne,
Tønsvik,
Alsvaag,
Rosta,
Rødøy,
Andopen,
Rakeskjer,
Vassvik,
Flak,
Herøyholmen,
Nerdvik,
Hole,
Buneset,
Aarviksand,
Ikkuk,
Govik,
Gran,
Hårsåker,
Herøysundet,
Stemsrud,
Storaas,
Baafjellmoen,
Bratli,
Mjelde,
Nedre Fjeldsaa,
Nerdrum,
Ørnes,
Unset,
Uppsete,
Vossestrand,
Skotten,
Solaas,
Kvildal,
Sundnes,
Sveinall,
Finnanger,
Bakkehaug,
Vågsøy,
Vatna,
Vestby,
Viol,
Ospeneset,
Haukvik,
Kråkhella,
Vikum,
Brennsund,
Trollfjord,
Vågen,
Maro,
Modalen,
Moskenes,
Ørbekk,
Groven,
Venna,
Sör Gjeiten,
Keiprød,
Bromsgård,
Våler i Solør,
Åstveit,
Dåfjorden,
Eik,
Refsnes,
Vassdal,
Høye,
Sandshamn,
Skjern,
Krokstranden,
Lindtveitsundet,
Litledalen,
Lonkan,
Mieronjavve,
Hoem,
Kaldtveit,
Berrestad,
Bilit,
Blokken,
Aakre,
Åmot,
Sollien,
Solheim,
Steinsletta,
Jøndal,
Tungenes,
Breide,
Burstad,
Femundsundet,
Skifjorden,
Skjær-berget,
Sti,
Sulitjelma,488
Mørland,
Næverli,
Reksa,
Kolbersrud,
Dale,
Hesstun,
Røyra,
Uteid,
Vikesjöen,
Kyrkjemo,
Leirbukta,
Bolga i Helgeland,
Haartveit,
Korshamn,
Hundven,
Storakersund,
Torvetjørn,
Jerpset,
Vike,
Ytre Syltefjordhamn,
Lønlifallet,
Brennåsen,
Breidablik,
Langvåg,
Ramsdalen,
Kjenneraas,
Enli,
Bjerknes,
Leirpollen,
Maurud,
Øksne,
Bodn,
Håkavik,
Kiberg Ytre,
Degnepol,
Grefstad,
Eidsli,
Evenesdal,
Aspa,
Åsskard,
Buar,
Espetveit,
Heldal,
Hosteland,
Stongfjorden,
Bleikvasslia,
Maaloey,
Stortangen,
Taklo,
Langfjordnes,
Heimdal,
Hoddoen,
Å,1145
Bårse,
Brosvik,
Kjøligruva,
Innvorda,
Fjeld,
Levold,
Skjelvik,
Vaag,
Skjerøy,
Samkom,
Sundvollen,734
Nihamman,
Glemmen,
Herøysund,391
Andvik,
Bergsviki,
Olderøy,
Vastun,
Sørbråten,
Viste,
Oppdal,
Gile,
Grostøl,
Selen,
Nyhus,
Rinnbø,
Straumen i Kvæfjord,
Tverrånes,
Åskard,
Vivestad,
Koldal,
Synnevåg,
Idse,
Fleines,
Husvaerö,
Kolbjørnsvik,
Vig,
Os,
Merranes,
Öra,
Areldseng,
Karlbotn,
Braastein,
Bergan,
Brejvik,
Haugland,
Klövset,
Pollen,
Vika,
Morvold,
Mosvoll,
Banakas,
Kongsjorden,
Olderviken,
Magerholm,
Melen,
Jaatten,
Kjerkstad,
Gjerde,
Sunnarvik,
Torsvik,
Ekrol,
Farstad,
Yli,316
Gøytil,
Rustad,
Vollan,
Selnes,
Flatvoll,
Engelbråtån,
Kjellen,
Blænes,
Myren,
Hitra,
Skantebygda,
Brattlend,
Bråstad,
Rinde,
Våle,
Flikkeid,
Korshamn,
Dokmo,
Kråkenes,
Lilleenget,
Mongstad,
Opsal,
Bukten,
Meråker,
Sørli,
Övre Fjeldsaa,
Lauvdal,
Manger,820
Meland,
Taftøya,
Helgøy,
Kolsås,
Flemma,
Holenatle,
Rønvik,
Kleven,
Svanvik,
Bostrak,
Ask,
Krabbelv,
Skrolsvik,
Ramsaa,
Barkaaker,
Sund,
Siggerud,
Hald,
Veiholme,
Kverndalen,
Bilitt,
Taarnelvmo,
Syljuset,
Tjoraberga,
Vutudalen,
Gjelo,
Ask,1084
Aurstad,
Marhaugmo,
Hernes,
Fuglstad,
Steine,
Gråtånes,
Gyldenpris,
Espeli,
Bjærangfjord,
Tysnes,
Austbygdi,
Fretheim,
Egså,
Gardlibygdi,
Kvåla,
Langedal,
Melby,
Lille Kiberg,
Dyrøy,
Holen Borgsund,
Dønnes,
Lille Tamsö,
Mellingsmoen,
Kallstad,
Eidsund,
Andrå,
Vaagen,
Markhus,
Morki,
Myrland,
Råstad,
Hestevik,
Maråk,
Belland,
Askedalen,
Nordvågen i Finnmark,
Skavolldalen,
Skorvangen,
Alsos,
Selåsvatn,
Östgaard,
Stølsviken,
Rinnøyhamn,
Laukvik,
Tveitogrend,
Meling,
Kvalsaukan,
Lindland,
Alset,
Bogen,
Bjertnes,
Hokstad,
Haarsaaker,
Hang,
Ytredal,
Fåberg,
Grønningen,
Stave,
Stokkland,
Vegset,
Röirvik,
Roverud,882
Leirvika,
Törbækmoen,
Trysnes,
Horve,
Nordströmmen,
Hamnås,207
Breidvikeidet,
Åsmundvåg,
Knaben,
Sinsen,
Goe,
Jøssinghamn,
Ramnåa,
Flått,
Senjehestnen,
Kvigstad,
Ytre Eide,
Øbø,
Eiki,
Varlo,
Meland,
Frette,
Haukeligrend,
Setsås,
Skjarvöy,
Rå,
Gjone,
Grønhovd,
Ørnvika,
Olderfjordbotn,
Grense Jakobselv,
Grøa på Nordmøre,
Daavöy,
Dalsöra,
Eidatrædet,
Ekren,
Færavaag,
Blankvassbråtan,
Skardsvåg,
Sognefest,
Svensby,
Tryland,
Ytre Skor,
Hundeidvik,
Utro,
Valåmoen,
Tjørnsøya,
Nomeland,
Hakvåg,
Rappenjoaske,
Reipå,307
Trefjord,
Værvaagen,
Veste,
Klauven,
Skarsvåg,
Sneisen,
Orebakken,
Orevika,
Indreseter,
Indre Torvund,
Foss i Bjelland,
Rödsand,
Sænumstad,
Lökstrand,
Stoksund,
Elvål,
Gamjordet,
Hålsund,
Akland,
Aspedammen,
Bråte,
Visting,
Raudsandaksla,
Bjølset,
Flage,
Jennestad,
Tangedal,
Tveitsund,347
Vik i Helgeland,
Baukål,
Skaje,
Fjellskogen,
Bagne,
Høvik,
Kallsås,
Kleivi,
Toven,
Vormestrand,
Mindrem,
Rømmen,
Kjørstad,
Førland,
Traak,
Trældal,
Vemundstad,
Dalen,
Storå,
Helgetveit,
Breidstein,
Nes,
Skjoldestraumen,
Gullen,
Torsli,
Tveit,1392
Vikasjøen,
Skarsvåg,
Sørstraumen,
Barstadvik,
Tyssen,
Roksöy,
Eidsvoll,3432
Haugsland,
Brekkum,
Farsund,3088
Holand,
Salthopls,
Domben,
Bjørnli,288
Korshavn,
Li,342
Lund,
Takle,
Tranvikan,
Sellaat,
Bergjord,
Hufthammar,
Kjelsvik,
Fiskvåg,
Bø,
Aalefjær,
Åndalsnes,
Sylling,537
Vikleret,
Jømna,
Vasvik,
Lyngsdalen,
Myrol,
Flekke i Sunnfjord,
Oldervik,
Nussfjord,
Ådneram,
Alvestad,
Åsebø,
Nappane,
Stodsbuøyi,
Vika,
Storeviki,
Eikrem,
Fagernes,
Fjærdingen,
Grårud,
Heum,
Aag,
Klever,
Mehammar,
Bjørndal,
Haugen,
Buvika,
Viviken,
Sand,
Sørerdal,
Ytre Kiiperi,
Kaljord,
Kvalsöen,
Trelandsfoss,
Mella,
Pollen,
Singusdal,
Ellviki,
Kråkvåg,
Hakkloa,
Flå,
Ingeborgrud,
Talset,
Tellevågen,
Åsnes,
Skasenden,
Slangen,
Ulsvaag,
Sirma,
Store Birkeland,
Ormer,
Foldvik,
Nordstrand,
Maberg,
Malangseid,
Reisete,
Finnes i Finnmark,
Husby,
Koksvik,
Årgård,
Fossby,
Moldegard,
Oppedal i Sogn,
Sundbakken,
Viker,
Seljelia,
Skevik,
Kuvigen,
Lervigen,
Misjona,
Sandstrand,
Skaanevik,
Refsdal,
Storslet,
Kristiansand,
Smöraas,
Söndre Honningsvåg,
Sørbø,
Törhaug,
Torsnes,
Øvre Byrte,
Reitan,
Høyanger,2293
Kleven,
Kobbosen,
Ølfernes,
Nordre Sæter,
Hollås,
Braut,
Varhaug,2419
Syre,
Bonstuen,
Dyrdal i Sogn,
Elvenes,
Eikja,
Konsvika,
Lia,
Kampesæter,
Melösjöen,
Nedre Helland,
Hel,
Årnes,
Arset,
Tevldalen,
Norheimsund,2121
Karlebotn,
Atnoset,
Henning,
Fosnavåg,
Gravningsgrenda,
Sæter,
Balsfjord,
Krabbesti,
Indre Arna,6202
Faksfjord,
Fossheim,
Grefsrud,
Rødsand i Senja,
Sandsö,
Nordkisa,900
Ersholmen,
Hellesmork,
Laksaa,
Svanaasen,
Røsså,
Morland,
Tofto,
Nypladsen,
Kavas,
Kleiveland,
Lervik,2284
Ekornnes,
Vignes,
Vangsvik,
Setermo,
Aas,
Ausnes,
Bråte,
Hanto,
Grønaberget,
Føre,
Gjerdebugten,
Haarstad,
Hellarvik,
Helleland,
Bjørnstad,
Odnæs,
Alsvik,
Hauggrend,
Slettmoen,
Roligheta,
Selsöen,
Steinsland,
Reppe,
Skraamestö,
Store Herjangen,
Grøsland,
Våler,
Mulstrand,
Klævoll,
Vikesund,
Frøhol,
Årnes,3113
Terdal,
Lunde i Telemark,
Marka,
Vanvik,
Vinterstø,
Volem,
Skorill,
Oplö,
Strömsaas,
Randaberg,
Ebru,
Bjærangsfjord,
Heimsjøen,
Andersby,
Vadheim,
Vågenes,
Vereide,
Aastvejt,
Eidssund,
Rendalsviken,
Longom,
Helfjord,
Kjöligruben,
Havnnæs,
Homo,
Bratlund,
Fossdalen,
Foss,
Arnøy,
Årsand,
Berstad,
Sandnes,
Granly,
Hongsand,
Båserud,
Kvamsøy,
Ljøvik,
Eide,
Evjen,
Røyrtveit,
Sandeidsjøen,
Fyrde,
Forsmoen,
Horno,
Hundorp,601
Kalsvik,
Algrem,
Li,
Gyland,
Smokstad,
Kvalvik,
Bredvik,
Fånes,
Fyn,
Gjerdrum,
Engelsviken,
Gjuvsland,
Flateland,
Hølera,
Synnövjord,
Lunde,
Skårvågen i Vesteralen,
Sollibakke,
Storebru,
Storli,
Vestgard,
Spanelvmoe,
Mestad,
Skotnes,
Dyngjeland,
Kringlen,
Skaarhaug,
Ystrebø,
Skilvassbakk,
Ørekvam,
Repparfjorddalen,
Todalsøra,
Tyldum,
Seida,
Sjønhaug,
Toverud,
Skorhoug,
Stange,2494
Tvete,
Gammnes,
Normannseng,
Kraakmo,
Lervaag,
Nordre Hjartøy,
Horstad,
Kjöli Grube,
Skallelv,
Øverbygda,
Reiraa,
Heieren,
Svardal,
Turifit,
Bliksaas,
Klet,
Haugsdal,
Frogner,
Veslevang,
Skjærbusdal,
Lindheim,
Kovigen,
Sandtorv,
Skjerstad,
Oplöy,
Åsen,
Stople,
Tennskjær,
Vigeland,1255
Lakså,
Litle Tamsøy,
Rekdal,
Laukvik,
Fossen,
Rødbøl,
Røysneshamn,
Nord Vignes,
Rjukan,3576
Eidal,
Nykland,
Austbø,
Svoda,
Halgjem,
Bruås,
Seljebakk,
Leira,
Helleland,
Solås,
Skjervö,
Smidesang,
Sagbakken,
Seljestad,
Kjönnaas,
Simavaag,
Otlerud,
Bøn,
Eltevik,
Soevereid,
Sandnes,
Torgauten,
Tronsgard,
Ulrikka,
Nesbryggen,
Ornes,
Skjelnes,
Sørumsand,3698
Strondi,
Tysse,
Nevlungen,
Vordnes,
Ringereide,
Jåsund,
Skaaren,
Løning,
Revelsøy,
Rausandakslen,
Gulsvaag,
Fiskå,
Blakkstad,
Solfonn,
Valvaag,
Bogen i Ofoten,
Lomunddal,
Aasgaardstrand,
Rakeskjær,
Øvre Alta,
Ersfjord,
Kangeruren,
Haugland,438
Skarstein,
Viul,
Malangen,
Oksevik,
Raa,
Bekken,
Gil,
Kongshamn,
Lille Grösnes,
Reipaa,
Høvåg,
Indre Standal,
Haavik,
Hamningberg,
Haugen,
Håvika,
Helle i Setesdal,
Saltvika,
Byafossen,
Dypingen,
Vaagen,
Vinge,
Trysil,
Vemork,
Måren,
Marsten,
Solberg,
Sør-Skor,
Spjotsod,
Undeim,
Berglund,
Børstad,
Foldafoss,
Helleren,
Tauning,
Vål,
Smørås,
Hynne,
Gyltvik,
Ingdalen,
Bogen,
Briksvær,
Kristiansund Nord,
Risöbank,
Simavika,
Skavdalen,
Storhamar,
Skudeneshavn,
Snarset,
Töien,
Fosby,324
Glorvika,
Hernes,
Dryna,
Moflaget,
Snekkjevik,
Stusvik,
Storforsheien,
Spekedals Sætra,
Hemmestad,
Lalm,294
Karlsøy,
Åtangen,
Steiro,
Stunes,
Bones,
Bø,718
Övergaard,
Elgshøa,
Fet,
Hansviken,
Indre Hoddö,
Aunet,
Haugnoes,
Kvåse,
Båtstø,
Hakvaag,
Glorviken,
Stakkeland,
Ygre,
Røstad,
Sandeggmoen,
Sør Bjørøy,
Straum i Hitra,
Torp,
Larnes,
Myr,
Uttian,
Vestad,
Vinne,
Rinnan,
Hvam,
Kamben,
Simavik,
Leitet,
Løtveit,
Storneve,
Tind,
Røyrvik,247
Austein,
Hornes,
Kjeldal,
Klette,
Haugo,
Emhjella,
Malangan,
Nord Hegdal,
Skeid,
Storbukt,
Andsnes,
Eidsvik,
Birgitnes,
Gjerdingsnes,
Kyllingstad,
Drevja,
Rimstad,
Krokstad,
Leknes,
Skjelvåg,
Tobru,
Heilevong,
Hole,
Hommelvik,4013
Vatn,
Skjellesvik,
Melåa,
Ølsjøbakkan,
Opedal,
Tuenes,
Gratangsbotn,
Bjørnstad,
Bliksvær,
Mesel,
Nygard Vestby,
Bergundhaugen,
Drevvatnet,
Gressli,
Hamnes,
Haramsøy,
Lervaag,
Setsaa,
Sjævesland,
Jaastad,
Faanes,
Flostrand,
Førde,
Alveim,
